20211231,20220101,1,17310.50
20211231,20220102,2,18786.20
20211231,20220103,3,19919.80
20211231,20220104,4,19354.10
20211231,20220105,5,19751.80
20211231,20220106,6,19615.90
20220101,20220102,1,18871.00
20220101,20220103,2,19924.10
20220101,20220104,3,19354.10
20220101,20220105,4,19751.80
20220101,20220106,5,19697.70
20220101,20220107,6,19357.00
20220102,20220103,1,20130.10
20220102,20220104,2,19387.70
20220102,20220105,3,19751.80
20220102,20220106,4,19697.70
20220102,20220107,5,19375.10
20220102,20220108,6,19304.10
20220103,20220104,1,19548.80
20220103,20220105,2,19794.50
20220103,20220106,3,19697.70
20220103,20220107,4,19375.10
20220103,20220108,5,19295.00
20220103,20220109,6,19496.10
20220104,20220105,1,19494.20
20220104,20220106,2,19532.40
20220104,20220107,3,19375.10
20220104,20220108,4,19295.00
20220104,20220109,5,19432.50
20220104,20220110,6,20019.30
20220105,20220106,1,19446.30
20220105,20220107,2,19353.70
20220105,20220108,3,19295.00
20220105,20220109,4,19432.50
20220105,20220110,5,20019.90
20220105,20220111,6,20012.10
20220106,20220107,1,19361.00
20220106,20220108,2,19319.20
20220106,20220109,3,19432.50
20220106,20220110,4,20019.90
20220106,20220111,5,20196.90
20220106,20220112,6,19883.90
20220107,20220108,1,19450.10
20220107,20220109,2,19483.20
20220107,20220110,3,20019.90
20220107,20220111,4,20196.90
20220107,20220112,5,19830.70
20220107,20220113,6,19687.70
20220108,20220109,1,19417.50
20220108,20220110,2,20067.20
20220108,20220111,3,20196.90
20220108,20220112,4,19830.70
20220108,20220113,5,19750.10
20220108,20220114,6,19390.10
20220109,20220110,1,20020.00
20220109,20220111,2,20116.30
20220109,20220112,3,19830.70
20220109,20220113,4,19750.10
20220109,20220114,5,19699.90
20220109,20220115,6,19432.40
20220110,20220111,1,20441.90
20220110,20220112,2,19892.30
20220110,20220113,3,19750.10
20220110,20220114,4,19699.90
20220110,20220115,5,19365.50
20220110,20220116,6,19537.00
20220111,20220112,1,19912.70
20220111,20220113,2,19824.30
20220111,20220114,3,19699.90
20220111,20220115,4,19365.50
20220111,20220116,5,19649.60
20220111,20220117,6,19943.00
20220112,20220113,1,19594.00
20220112,20220114,2,19693.50
20220112,20220115,3,19365.50
20220112,20220116,4,19649.60
20220112,20220117,5,19979.10
20220112,20220118,6,19889.00
20220113,20220114,1,19519.70
20220113,20220115,2,19371.40
20220113,20220116,3,19649.60
20220113,20220117,4,19979.10
20220113,20220118,5,20036.90
20220113,20220119,6,19794.50
20220114,20220115,1,19508.10
20220114,20220116,2,19700.40
20220114,20220117,3,19979.10
20220114,20220118,4,20036.90
20220114,20220119,5,19757.50
20220114,20220120,6,19850.00
20220115,20220116,1,19925.90
20220115,20220117,2,20055.60
20220115,20220118,3,20036.90
20220115,20220119,4,19757.50
20220115,20220120,5,19968.00
20220115,20220121,6,19477.50
20220116,20220117,1,20255.10
20220116,20220118,2,19980.70
20220116,20220119,3,19757.50
20220116,20220120,4,19968.00
20220116,20220121,5,19441.90
20220116,20220122,6,19042.40
20220117,20220118,1,20069.40
20220117,20220119,2,19742.30
20220117,20220120,3,19968.00
20220117,20220121,4,19441.90
20220117,20220122,5,19042.00
20220117,20220123,6,19230.30
20220118,20220119,1,19512.90
20220118,20220120,2,19860.60
20220118,20220121,3,19441.90
20220118,20220122,4,19042.00
20220118,20220123,5,19375.80
20220118,20220124,6,19854.90
20220119,20220120,1,19829.40
20220119,20220121,2,19392.10
20220119,20220122,3,19042.00
20220119,20220123,4,19375.80
20220119,20220124,5,19815.00
20220119,20220125,6,19688.10
20220120,20220121,1,19814.00
20220120,20220122,2,19175.30
20220120,20220123,3,19375.80
20220120,20220124,4,19815.00
20220120,20220125,5,19683.70
20220120,20220126,6,19765.70
20220121,20220122,1,19288.60
20220121,20220123,2,19411.30
20220121,20220124,3,19815.00
20220121,20220125,4,19683.70
20220121,20220126,5,19751.20
20220121,20220127,6,19472.80
20220122,20220123,1,19477.30
20220122,20220124,2,19829.80
20220122,20220125,3,19683.70
20220122,20220126,4,19751.20
20220122,20220127,5,19499.50
20220122,20220128,6,19047.70
20220123,20220124,1,20242.20
20220123,20220125,2,19712.70
20220123,20220126,3,19751.20
20220123,20220127,4,19499.50
20220123,20220128,5,19211.20
20220123,20220129,6,18756.90
20220124,20220125,1,19952.80
20220124,20220126,2,19783.20
20220124,20220127,3,19499.50
20220124,20220128,4,19211.20
20220124,20220129,5,18924.40
20220124,20220130,6,19278.90
20220125,20220126,1,20347.50
20220125,20220127,2,19608.10
20220125,20220128,3,19211.20
20220125,20220129,4,18924.40
20220125,20220130,5,19334.10
20220125,20220131,6,19556.80
20220126,20220127,1,19966.50
20220126,20220128,2,19386.90
20220126,20220129,3,18924.40
20220126,20220130,4,19334.10
20220126,20220131,5,19637.60
20220126,20220201,6,19456.60
20220127,20220128,1,19453.50
20220127,20220129,2,18903.40
20220127,20220130,3,19334.10
20220127,20220131,4,19637.60
20220127,20220201,5,19558.70
20220127,20220202,6,19426.00
20220128,20220129,1,19321.50
20220128,20220130,2,19343.80
20220128,20220131,3,19637.60
20220128,20220201,4,19558.70
20220128,20220202,5,19489.60
20220128,20220203,6,19420.80
20220129,20220130,1,19400.70
20220129,20220131,2,19721.80
20220129,20220201,3,19558.70
20220129,20220202,4,19489.60
20220129,20220203,5,19583.10
20220129,20220204,6,19299.40
20220130,20220131,1,19876.50
20220130,20220201,2,19526.60
20220130,20220202,3,19489.60
20220130,20220203,4,19583.10
20220130,20220204,5,19234.90
20220130,20220205,6,18632.10
20220131,20220201,1,19656.00
20220131,20220202,2,19544.10
20220131,20220203,3,19583.10
20220131,20220204,4,19234.90
20220131,20220205,5,18586.00
20220131,20220206,6,19062.30
20220201,20220202,1,19273.00
20220201,20220203,2,19541.90
20220201,20220204,3,19234.90
20220201,20220205,4,18586.00
20220201,20220206,5,19001.60
20220201,20220207,6,19569.10
20220202,20220203,1,19493.40
20220202,20220204,2,19211.00
20220202,20220205,3,18586.00
20220202,20220206,4,19001.60
20220202,20220207,5,19649.90
20220202,20220208,6,19537.10
20220203,20220204,1,19332.40
20220203,20220205,2,18637.40
20220203,20220206,3,19001.60
20220203,20220207,4,19649.90
20220203,20220208,5,19595.30
20220203,20220209,6,19500.90
20220204,20220205,1,19006.20
20220204,20220206,2,19070.30
20220204,20220207,3,19649.90
20220204,20220208,4,19595.30
20220204,20220209,5,19503.90
20220204,20220210,6,19376.10
20220205,20220206,1,19040.00
20220205,20220207,2,19640.10
20220205,20220208,3,19595.30
20220205,20220209,4,19503.90
20220205,20220210,5,19434.10
20220205,20220211,6,19002.80
20220206,20220207,1,19536.50
20220206,20220208,2,19595.80
20220206,20220209,3,19503.90
20220206,20220210,4,19434.10
20220206,20220211,5,19054.00
20220206,20220212,6,18461.10
20220207,20220208,1,19544.30
20220207,20220209,2,19473.30
