20250401,17846,20,2025040120
20250402,19492,17,2025040217
20250403,16951,20,2025040320
20250404,16611,20,2025040420
20250405,16775,11,2025040511
20250406,16931,20,2025040620
20250407,17634,20,2025040720
20250408,18478,20,2025040820
20250409,17827,7,2025040907
20250410,18157,20,2025041020
20250411,17622,8,2025041108
20250412,16031,9,2025041209
20250413,16034,20,2025041320
20250414,16376,20,2025041420
20250415,17432,20,2025041520
20250416,17651,20,2025041620
20250417,17008,7,2025041707
20250418,15372,12,2025041812
20250419,14845,11,2025041911
20250420,14842,20,2025042020
20250421,16250,20,2025042120
20250422,16409,20,2025042220
20250423,16385,20,2025042320
20250424,16312,20,2025042420
20250425,16237,20,2025042520
20250426,15742,20,2025042620
20250427,15295,20,2025042720
20250428,15860,20,2025042820
20250429,16481,17,2025042917
20250430,16264,20,2025043020
