20250331,20250401,1,18373.0
20250331,20250402,2,18197.0
20250331,20250403,3,17367.0
20250331,20250404,4,13679.0
20250331,20250405,5,14323.0
20250331,20250406,6,14947.0
20250401,20250402,1,17509.0
20250401,20250403,2,16852.0
20250401,20250404,3,16766.0
20250401,20250405,4,16125.0
20250401,20250406,5,16456.0
20250401,20250407,6,18039.0
20250402,20250403,1,16617.0
20250402,20250404,2,16710.0
20250402,20250405,3,16017.0
20250402,20250406,4,16683.0
20250402,20250407,5,18025.0
20250402,20250408,6,18390.0
20250403,20250404,1,17103.0
20250403,20250405,2,16078.0
20250403,20250406,3,16814.0
20250403,20250407,4,18272.0
20250403,20250408,5,18385.0
20250403,20250409,6,17882.0
20250404,20250405,1,16213.0
20250404,20250406,2,16548.0
20250404,20250407,3,18003.0
20250404,20250408,4,18395.0
20250404,20250409,5,18024.0
20250404,20250410,6,17328.0
20250405,20250406,1,16536.0
20250405,20250407,2,17939.0
20250405,20250408,3,18548.0
20250405,20250409,4,18030.0
20250405,20250410,5,17343.0
20250405,20250411,6,16791.0
20250406,20250407,1,17939.0
20250406,20250408,2,18499.0
20250406,20250409,3,18545.0
20250406,20250410,4,17894.0
20250406,20250411,5,17289.0
20250406,20250412,6,16116.0
20250407,20250408,1,18278.0
20250407,20250409,2,18539.0
20250407,20250410,3,18375.0
20250407,20250411,4,17548.0
20250407,20250412,5,16496.0
20250407,20250413,6,16149.0
20250408,20250409,1,18174.0
20250408,20250410,2,18647.0
20250408,20250411,3,17842.0
20250408,20250412,4,16552.0
20250408,20250413,5,16186.0
20250408,20250414,6,17147.0
20250409,20250410,1,18365.0
20250409,20250411,2,17755.0
20250409,20250412,3,16621.0
20250409,20250413,4,16172.0
20250409,20250414,5,16948.0
20250409,20250415,6,16943.0
20250410,20250411,1,17758.0
20250410,20250412,2,16622.0
20250410,20250413,3,16173.0
20250410,20250414,4,16948.0
20250410,20250415,5,16944.0
20250410,20250416,6,17231.0
20250411,20250412,1,16040.0
20250411,20250413,2,15914.0
20250411,20250414,3,16850.0
20250411,20250415,4,17478.0
20250411,20250416,5,17511.0
20250411,20250417,6,17260.0
20250412,20250413,1,15801.0
20250412,20250414,2,17058.0
20250412,20250415,3,17512.0
20250412,20250416,4,17564.0
20250412,20250417,5,17274.0
20250412,20250418,6,15527.0
20250413,20250414,1,17058.0
20250413,20250415,2,17488.0
20250413,20250416,3,17516.0
20250413,20250417,4,17226.0
20250413,20250418,5,15307.0
20250413,20250419,6,15577.0
20250414,20250415,1,17225.0
20250414,20250416,2,17368.0
20250414,20250417,3,17071.0
20250414,20250418,4,15234.0
20250414,20250419,5,14980.0
20250414,20250420,6,15116.0
20250415,20250416,1,17283.0
20250415,20250417,2,17083.0
20250415,20250418,3,14928.0
20250415,20250419,4,14868.0
20250415,20250420,5,15154.0
20250415,20250421,6,16535.0
20250416,20250417,1,16783.0
20250416,20250418,2,14885.0
20250416,20250419,3,15005.0
20250416,20250420,4,15414.0
20250416,20250421,5,16758.0
20250416,20250422,6,16544.0
20250417,20250418,1,14846.0
20250417,20250419,2,14950.0
20250417,20250420,3,14974.0
20250417,20250421,4,16408.0
20250417,20250422,5,16264.0
20250417,20250423,6,16346.0
20250418,20250419,1,14807.0
20250418,20250420,2,15019.0
20250418,20250421,3,16424.0
20250418,20250422,4,16310.0
20250418,20250423,5,16432.0
20250418,20250424,6,16307.0
20250419,20250420,1,15019.0
20250419,20250421,2,16424.0
20250419,20250422,3,16310.0
20250419,20250423,4,16322.0
20250419,20250424,5,16244.0
20250419,20250425,6,15996.0
20250420,20250421,1,16424.0
20250420,20250422,2,16310.0
20250420,20250423,3,16299.0
20250420,20250424,4,16194.0
20250420,20250425,5,16004.0
20250420,20250426,6,15268.0
20250421,20250422,1,16102.0
20250421,20250423,2,16372.0
20250421,20250424,3,16175.0
20250421,20250425,4,16143.0
20250421,20250426,5,15322.0
20250421,20250427,6,15476.0
20250422,20250423,1,16248.0
20250422,20250424,2,16061.0
20250422,20250425,3,16019.0
20250422,20250426,4,14988.0
20250422,20250427,5,15350.0
20250422,20250428,6,16182.0
20250423,20250424,1,16404.0
20250423,20250425,2,15928.0
20250423,20250426,3,15191.0
20250423,20250427,4,15358.0
20250423,20250428,5,16354.0
20250423,20250429,6,16675.0
20250424,20250425,1,15979.0
20250424,20250426,2,15346.0
20250424,20250427,3,15456.0
20250424,20250428,4,16219.0
20250424,20250429,5,16658.0
20250424,20250430,6,16147.0
20250425,20250426,1,15346.0
20250425,20250427,2,15456.0
20250425,20250428,3,16219.0
20250425,20250429,4,16658.0
20250425,20250430,5,16147.0
20250425,20250501,6,16411.0
20250426,20250427,1,15336.0
20250426,20250428,2,16256.0
20250426,20250429,3,16550.0
20250426,20250430,4,16429.0
20250426,20250501,5,16497.0
20250426,20250502,6,15971.0
20250427,20250428,1,16256.0
20250427,20250429,2,16550.0
20250427,20250430,3,16429.0
20250427,20250501,4,16497.0
20250427,20250502,5,15971.0
20250427,20250503,6,15146.0
20250428,20250429,1,16783.0
20250428,20250430,2,16507.0
20250428,20250501,3,16444.0
20250428,20250502,4,16235.0
20250428,20250503,5,15236.0
20250428,20250504,6,15251.0
20250429,20250430,1,16382.0
20250429,20250501,2,16389.0
20250429,20250502,3,16147.0
20250429,20250503,4,15389.0
20250429,20250504,5,15453.0
20250429,20250505,6,16705.0
20250430,20250501,1,15985.0
20250430,20250502,2,16128.0
20250430,20250503,3,15130.0
20250430,20250504,4,15174.0
20250430,20250505,5,16266.0
20250430,20250506,6,16368.0
