Date,Time,ECA: IESO-Ontario Demand Historic Forecast,RTO: IESO-Ontario Demand Historic Forecast,TESLA: IESO-Ontario Demand Historic Forecast,TESLA: IESO-Ontario Demand Actual
1/01/2022,1:00,13589.5,13521.8,13521.8,13542.75
1/01/2022,2:00,13104.1,13079,13079,13253.67
1/01/2022,3:00,12681.4,12677.8,12677.8,12683.29
1/01/2022,4:00,12370.4,12445.2,12445.2,12490.84
1/01/2022,5:00,12319.3,12339.5,12339.5,12493.48
1/01/2022,6:00,12420.6,12508.8,12508.8,12585.93
1/01/2022,7:00,12849.9,12828.95,12828.95,12771.76
1/01/2022,8:00,13559,13175.9,13175.9,12915.02
1/01/2022,9:00,13934.4,13495.6,13495.6,13265.13
1/01/2022,10:00,14469.5,13997.45,13997.45,13860.61
1/01/2022,11:00,14931.3,14404.35,14404.35,14625.74
1/01/2022,12:00,15424.9,14853.4,14853.4,15060.44
1/01/2022,13:00,15733,15003.5,15003.5,15619.72
1/01/2022,14:00,15611.4,15067.4,15067.4,15540.19
1/01/2022,15:00,15832.1,15239.95,15239.95,15464.94
1/01/2022,16:00,15744.6,15566.35,15566.35,15614.58
1/01/2022,17:00,16448.6,16286.1,16286.1,16233.83
1/01/2022,18:00,17310.5,17025.45,17025.45,16954.95
1/01/2022,19:00,16876.6,16565.95,16565.95,16580.82
1/01/2022,20:00,16498.2,16231.8,16231.8,16326.71
1/01/2022,21:00,16136.7,16047.35,16047.35,16012.53
1/01/2022,22:00,15821.9,15580.7,15580.7,15409.11
1/01/2022,23:00,15165.2,14936.4,14936.4,14812.72
1/01/2022,24:00:00,14667.8,14436.4,14436.4,14172.59
2/01/2022,1:00,13837.2,13947.3,13947.3,13838.69
2/01/2022,2:00,13392.3,13475.85,13475.85,13535.59
2/01/2022,3:00,13134.8,13214.5,13214.5,13317.58
2/01/2022,4:00,13008.8,13118.2,13118.2,13292.49
2/01/2022,5:00,13072.9,13169.1,13169.1,13329.52
2/01/2022,6:00,13291.9,13429.1,13429.1,13574.09
2/01/2022,7:00,13715,13829.95,13829.95,13910.61
2/01/2022,8:00,14329.7,14478.75,14478.75,14614.5
2/01/2022,9:00,14922.5,15096.55,15096.55,15088.77
2/01/2022,10:00,15601.9,15808.9,15808.9,15778.64
2/01/2022,11:00,16011.4,16490.6,16490.6,16347.66
2/01/2022,12:00,16403.6,16850.95,16850.95,16773.54
2/01/2022,13:00,16544.4,16953.95,16953.95,16926.78
2/01/2022,14:00,16395.8,16750.1,16750.1,17060.95
2/01/2022,15:00,16489.1,16768.15,16768.15,16942.86
2/01/2022,16:00,16838.5,17041.9,17041.9,17162.94
2/01/2022,17:00,17907,18127.55,18127.55,17834.4
2/01/2022,18:00,18871,19026.75,19026.75,18923.03
2/01/2022,19:00,18493.3,18666.5,18666.5,18730.76
2/01/2022,20:00,18053.6,18319.3,18319.3,18251.99
2/01/2022,21:00,17491.4,17884.65,17884.65,17818.62
2/01/2022,22:00,16912.4,17323.7,17323.7,17426.99
2/01/2022,23:00,16139.6,16467.15,16467.15,16725.02
2/01/2022,24:00:00,15077.6,15562.35,15562.35,15918.27
3/01/2022,1:00,15048.9,15102.1,15102.1,15339.92
3/01/2022,2:00,14801.2,14851.55,14851.55,15030.31
3/01/2022,3:00,14566.5,14631.3,14631.3,14986.9
3/01/2022,4:00,14658.4,14675.05,14675.05,14919.96
3/01/2022,5:00,14908,14911.05,14911.05,15058.1
3/01/2022,6:00,15623.5,15622.6,15622.6,15418.7
3/01/2022,7:00,16858.1,16817,16817,16283.36
3/01/2022,8:00,17655.7,17937.65,17937.65,17543.39
3/01/2022,9:00,18104.6,18510.25,18510.25,18020.46
3/01/2022,10:00,18376.9,18572.6,18572.6,18286.37
3/01/2022,11:00,18483.3,18505.7,18505.7,18311.06
3/01/2022,12:00,18139.6,18230.25,18230.25,18113.33
3/01/2022,13:00,17984.5,18038.55,18038.55,17752.53
3/01/2022,14:00,18112.4,17978.25,17978.25,17749.28
3/01/2022,15:00,18236.3,18031.1,18031.1,17720.53
3/01/2022,16:00,18407.8,18290.15,18290.15,18166.68
3/01/2022,17:00,19059.5,18984.25,18984.25,19039.88
3/01/2022,18:00,20130.1,20323.15,20323.15,20051.29
3/01/2022,19:00,19641.1,19946.75,19946.75,19548.12
3/01/2022,20:00,19064.1,19315.5,19315.5,18869.94
3/01/2022,21:00,18693.8,18875.45,18875.45,18324.73
3/01/2022,22:00,17802.8,17907.25,17907.25,17677.14
3/01/2022,23:00,16906.7,16968.4,16968.4,16625.63
3/01/2022,24:00:00,16234.9,16296.6,16296.6,15779.92
4/01/2022,1:00,15808.7,15545.75,15545.75,15542.42
4/01/2022,2:00,15390.8,15088.3,15088.3,14939.08
4/01/2022,3:00,14924.5,14658.9,14658.9,14616.92
4/01/2022,4:00,14775.1,14508.45,14508.45,14698.76
4/01/2022,5:00,15026,14752.45,14752.45,14723.23
4/01/2022,6:00,15451.7,15208,15208,15403.47
4/01/2022,7:00,16397.8,16195.4,16195.4,16434.88
4/01/2022,8:00,17391.2,17279.25,17279.25,17300.92
4/01/2022,9:00,17724.1,17526.3,17526.3,17776.67
4/01/2022,10:00,17830.6,17405.5,17405.5,17810.07
4/01/2022,11:00,17819.3,17107.65,17107.65,17684.6
4/01/2022,12:00,17628.5,16917.15,16917.15,17639.99
4/01/2022,13:00,17619.2,16988.4,16988.4,17643.33
4/01/2022,14:00,17623.5,17013.35,17013.35,17212.99
4/01/2022,15:00,17624,16957.35,16957.35,17162.72
4/01/2022,16:00,18026.7,17440.45,17440.45,17785.77
4/01/2022,17:00,18660.1,18131.25,18131.25,18420.13
4/01/2022,18:00,19548.8,19115.85,19115.85,19408.9
4/01/2022,19:00,19290.8,18826.85,18826.85,18775.38
4/01/2022,20:00,18862.7,18366.5,18366.5,18343.55
4/01/2022,21:00,18377.3,17889.3,17889.3,17690.67
4/01/2022,22:00,17838.5,17213.1,17213.1,16920.61
4/01/2022,23:00,16831.7,16305.05,16305.05,16084.48
4/01/2022,24:00:00,16016.9,15385.95,15385.95,15177.26
5/01/2022,1:00,14893.8,14816.75,14816.75,14471.43
5/01/2022,2:00,14370.2,14303.95,14303.95,14065.01
5/01/2022,3:00,14168.8,14043.6,14043.6,13865.02
5/01/2022,4:00,14050.9,13927,13927,13752.27
5/01/2022,5:00,14108.4,13983.75,13983.75,13831.47
5/01/2022,6:00,14611.6,14530.15,14530.15,14371.17
5/01/2022,7:00,15430.6,15469.15,15469.15,15439.38
5/01/2022,8:00,17169,16590.55,16590.55,16515.6
5/01/2022,9:00,17546.8,16968,16968,16990.28
5/01/2022,10:00,17764.7,17108.3,17108.3,17446.29
5/01/2022,11:00,17713.8,17166.95,17166.95,17676
5/01/2022,12:00,17584.8,17284.5,17284.5,17995.47
5/01/2022,13:00,17474.4,17320.5,17320.5,18244.98
5/01/2022,14:00,17549.1,17259.95,17259.95,18108.83
5/01/2022,15:00,17653.7,17421.95,17421.95,17943.45
5/01/2022,16:00,18005.9,17784.75,17784.75,18146.26
5/01/2022,17:00,18570.5,18261.5,18261.5,18609.65
5/01/2022,18:00,19494.2,19147.9,19147.9,19338.73
5/01/2022,19:00,19017.1,18697,18697,18700.58
5/01/2022,20:00,18531.1,18249.2,18249.2,18235.82
5/01/2022,21:00,18151.1,17915.9,17915.9,17827.66
5/01/2022,22:00,17617.4,17441.95,17441.95,17217.03
5/01/2022,23:00,16512.9,16388,16388,16366.05
5/01/2022,24:00:00,15827.6,15653.15,15653.15,15425.27
6/01/2022,1:00,15086.4,14965,14965,14885.17
6/01/2022,2:00,14781.6,14641.7,14641.7,14550.96
6/01/2022,3:00,14723.5,14513.25,14513.25,14421.87
6/01/2022,4:00,14694,14514.7,14514.7,14404.23
6/01/2022,5:00,14874,14671.45,14671.45,14584.86
6/01/2022,6:00,15370.8,15299,15299,15166.38
6/01/2022,7:00,16444.2,16449.75,16449.75,16173.94
6/01/2022,8:00,17870.1,17800.6,17800.6,17309.35
6/01/2022,9:00,18283.6,18243.1,18243.1,18115.1
6/01/2022,10:00,18225.5,18143.2,18143.2,18377.42
6/01/2022,11:00,18134.9,17972.45,17972.45,18172.77
6/01/2022,12:00,17879.9,17813.1,17813.1,18228.13
6/01/2022,13:00,17764.5,17726.95,17726.95,18197.63
6/01/2022,14:00,17721.9,17684.2,17684.2,18084.12
6/01/2022,15:00,17898.6,17839.5,17839.5,18040.95
6/01/2022,16:00,18120.2,18113.95,18113.95,18366.78
6/01/2022,17:00,18674.4,18804.85,18804.85,19355.9
6/01/2022,18:00,19446.3,19621.6,19621.6,20257.12
6/01/2022,19:00,19274,19499.85,19499.85,19777.54
6/01/2022,20:00,18862.4,19148.2,19148.2,19363.44
6/01/2022,21:00,18497,18823.35,18823.35,18981.63
6/01/2022,22:00,17866.4,18131.5,18131.5,18129.15
6/01/2022,23:00,16855,17138.55,17138.55,17136.04
6/01/2022,24:00:00,16057.8,16357.5,16357.5,16288.58
7/01/2022,1:00,15464.3,15660.25,15660.25,15830.55
7/01/2022,2:00,15077.1,15300.35,15300.35,15370.39
7/01/2022,3:00,15063.4,15094.4,15094.4,15278
7/01/2022,4:00,15051.7,15051.75,15051.75,14982.87
7/01/2022,5:00,15191.6,15222.3,15222.3,15186.01
7/01/2022,6:00,15676.8,15770.05,15770.05,15797.12
7/01/2022,7:00,16808.7,16888.25,16888.25,16754.01
7/01/2022,8:00,17964.6,18184.4,18184.4,17910.68
7/01/2022,9:00,18406,18656.9,18656.9,18675.68
7/01/2022,10:00,18411.2,18586.1,18586.1,18793.37
7/01/2022,11:00,18329.3,18392.75,18392.75,18381.06
7/01/2022,12:00,18087.1,18217.65,18217.65,18029.42
7/01/2022,13:00,17879.1,18106.85,18106.85,17931.78
7/01/2022,14:00,17779.4,17937.95,17937.95,17780.39
7/01/2022,15:00,17902.4,17838.95,17838.95,17815.67
7/01/2022,16:00,18059.8,18106.85,18106.85,18134.35
7/01/2022,17:00,18542.5,18752,18752,19069.92
7/01/2022,18:00,19361,19825.45,19825.45,20513.05
7/01/2022,19:00,19136.8,19737,19737,20188.95
7/01/2022,20:00,18657.5,19300.1,19300.1,19943.53
7/01/2022,21:00,18314.9,18966.5,18966.5,19497.72
7/01/2022,22:00,17711.5,18394.1,18394.1,18766.86
7/01/2022,23:00,16867.5,17492.3,17492.3,17925.97
7/01/2022,24:00:00,15919.9,16586.8,16586.8,17069.68
8/01/2022,1:00,15929.6,15898.9,15898.9,16515.57
8/01/2022,2:00,15511.9,15486.6,15486.6,16212.45
8/01/2022,3:00,15321.8,15323.3,15323.3,15870.58
8/01/2022,4:00,15353.2,15292.4,15292.4,15809.13
8/01/2022,5:00,15418,15311.25,15311.25,15928.75
8/01/2022,6:00,15728.8,15610.2,15610.2,15962.26
8/01/2022,7:00,16223.7,16087.95,16087.95,16256.73
8/01/2022,8:00,16554.2,16691.4,16691.4,16685.52
8/01/2022,9:00,17070.9,17121.05,17121.05,16954.43
8/01/2022,10:00,17225.2,17336.3,17336.3,17276.01
8/01/2022,11:00,17355.7,17568.05,17568.05,17379.42
8/01/2022,12:00,17439.7,17423.5,17423.5,17165.71
8/01/2022,13:00,17285.4,17154.9,17154.9,17113.21
8/01/2022,14:00,17109.5,16671.8,16671.8,17011.11
8/01/2022,15:00,17269.1,16675.3,16675.3,16907.12
8/01/2022,16:00,17638.2,16912.85,16912.85,17449.81
8/01/2022,17:00,18290.8,17873.65,17873.65,18172.47
8/01/2022,18:00,19450.1,19153.25,19153.25,19330.87
8/01/2022,19:00,19130.4,18943.95,18943.95,18824.38
8/01/2022,20:00,18373.7,18190.9,18190.9,18049.33
8/01/2022,21:00,17854.9,17651.2,17651.2,17524.99
8/01/2022,22:00,17384.1,17058.3,17058.3,16959.68
8/01/2022,23:00,16712.2,16280.45,16280.45,16308.67
8/01/2022,24:00:00,16169.2,15787.7,15787.7,15675.17
9/01/2022,1:00,15265.8,15158.65,15158.65,15019.82
9/01/2022,2:00,14796.3,14643,14643,14691.43
9/01/2022,3:00,14542.2,14381.55,14381.55,14406.37
9/01/2022,4:00,14432.5,14226.55,14226.55,14085.17
9/01/2022,5:00,14256.6,14063.45,14063.45,14021.88
9/01/2022,6:00,14434,14171.85,14171.85,14121.51
